date,Unnamed: 0,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
2023-06-25 19:00:00+00:00,3.0,24.425,43.5,11.275,23.65,0.0,0.0,984.45,22.0,7.25
2023-06-25 20:00:00+00:00,5.5,22.849999999999998,49.0,11.5,22.5,0.0,0.0,984.4499999999999,22.0,8.5
2023-06-25 21:00:00+00:00,13.5,20.95,56.5,12.0,21.05,0.0,0.0,984.5500000000001,22.0,4.333333333333333
2023-06-25 22:00:00+00:00,19.0,19.52,65.0,12.5,19.45,0.0,0.0,985.0,22.0,0.5
2023-06-25 23:00:00+00:00,23.0,18.0,73.0,13.1,18.3,0.0,0.0,985.25,22.0,0.16666666666666666
2023-06-26 00:00:00+00:00,31.5,17.56,73.0,12.700000000000001,17.650000000000002,0.0,0.0,985.2000000000002,22.0,0.0
2023-06-26 01:00:00+00:00,37.0,17.25,73.0,12.350000000000001,17.05,0.0,0.0,985.1,22.0,0.5
2023-06-26 02:00:00+00:00,41.0,16.740000000000002,75.0,12.200000000000001,16.45,0.0,0.0,985.0500000000001,22.0,1.6666666666666667
2023-06-26 03:00:00+00:00,49.5,16.2,76.0,12.0,16.05,0.0,0.0,984.9000000000001,22.0,2.1666666666666665
2023-06-26 04:00:00+00:00,55.0,16.02,78.0,12.200000000000001,15.950000000000001,0.0,0.0,984.4500000000002,22.0,5.666666666666667
2023-06-26 05:00:00+00:00,59.0,16.05,80.0,12.549999999999999,16.05,0.0,0.0,984.1,22.0,11.833333333333334
2023-06-26 06:00:00+00:00,67.5,17.3,78.0,13.35,17.599999999999998,0.0,0.0,984.15,22.0,15.833333333333334
2023-06-26 07:00:00+00:00,73.0,19.7,70.5,14.1,20.15,0.0,0.0,984.4,22.0,20.166666666666668
2023-06-26 08:00:00+00:00,77.0,21.95,63.0,14.549999999999999,22.45,0.0,0.0,984.9,22.0,21.5
2023-06-26 09:00:00+00:00,84.0,23.7,58.2,14.780000000000001,24.3,0.0,0.0,985.3,22.0,21.2
2023-06-26 10:00:00+00:00,90.5,25.2,52.5,14.75,26.95,0.0,0.0,985.0499999999998,22.0,18.833333333333332
2023-06-26 11:00:00+00:00,90.5,25.9,51.0,14.9,28.4,0.0,0.0,984.8,22.0,16.5
2023-06-26 12:00:00+00:00,90.5,25.9,51.0,14.9,28.4,0.0,0.0,984.8,22.0,16.5
2023-06-26 13:00:00+00:00,90.5,25.9,51.0,14.9,28.4,0.0,0.0,984.8,22.0,16.5
2023-06-26 14:00:00+00:00,90.5,25.9,51.0,14.9,28.4,0.0,0.0,984.8,22.0,16.5
2023-06-26 15:00:00+00:00,90.5,25.9,51.0,14.9,28.4,0.0,0.0,984.8,22.0,16.5
2023-06-26 16:00:00+00:00,90.5,25.9,51.0,14.9,28.4,0.0,0.0,984.8,22.0,16.5
2023-06-26 17:00:00+00:00,95.0,27.5,39.0,12.4,26.5,0.0,0.0,982.7,22.0,1.0
2023-06-26 18:00:00+00:00,104.0,27.22,40.0,12.4,26.150000000000002,0.0,0.0,982.6,22.0,3.0833333333333335
2023-06-26 19:00:00+00:00,112.45454545454545,26.244444444444447,43.18181818181818,12.672727272727274,25.636363636363637,0.0,0.0,982.5545454545455,22.0,6.454545454545454
2023-06-26 20:00:00+00:00,121.0,24.814285714285713,50.0,13.4,25.0,0.0,0.0,982.75,22.0,2.625
